city,Operateur,2G,3G,4G
Villers-le-Sec,20815,0,1,0
Villers-le-Sec,20810,1,1,0
Villers-le-Sec,20801,1,1,0
Pont-de-Chéruy,20810,1,1,0
Louhans,20810,1,1,1
Louhans,20801,1,1,1
Louhans,20820,1,1,1
Nançois-sur-Ornain,20820,1,1,1
Nançois-sur-Ornain,20810,1,1,1
Pont-de-Chéruy,20820,1,1,1
Pont-de-Chéruy,20801,1,1,1
Chamagnieu,20820,1,1,1
Juvigny-sur-Loison,20801,0,1,0
Juvigny-sur-Loison,20810,1,1,0
Juvigny-sur-Loison,20815,0,1,0
Lent,20801,1,1,0
Vaulx-Milieu,20820,1,0,0
Lamanon,20815,0,1,1
Tignieu-Jameyzieu,20801,1,1,1
Tignieu-Jameyzieu,20820,1,1,1
Tignieu-Jameyzieu,20815,0,1,1
Tignieu-Jameyzieu,20810,1,1,0
Pont-de-Chéruy,20815,0,1,1
Saint-Denis-lès-Bourg,20801,1,1,0
Lent,20820,1,0,0
Louhans,20815,0,1,1
Montfalcon,20820,1,1,0
Montfalcon,20801,0,1,0
Montfalcon,20810,1,1,0
Montfalcon,20815,0,1,0
Cheval-Blanc,20810,1,1,0
Cheval-Blanc,20801,1,1,1
Péronnas,20815,0,1,1
Péronnas,20810,1,1,0
Sénas,20815,0,1,1
Pourlans,20810,1,1,1
Pourlans,20820,1,1,1
Nyons,20801,1,1,1
Viriat,20801,1,1,0
Viriat,20815,0,1,1
Viriat,20810,0,1,0
Robion,20801,1,1,0
Bourdeaux,20801,1,1,0
Bourdeaux,20810,1,1,0
Mazan,20820,1,1,1
Bourdeaux,20815,0,1,0
Mazan,20801,1,1,0
Mazan,20815,0,1,1
Montot-sur-Rognon,20810,1,1,0
Thonnance-les-Moulins,20820,1,1,0
Thonnance-les-Moulins,20810,1,1,0
Thonnance-les-Moulins,20801,0,1,0
Thonnance-les-Moulins,20815,0,1,0
Vaulx-Milieu,20801,1,1,1
Vaulx-Milieu,20820,1,1,1
Vaulx-Milieu,20810,0,1,0
Vaulx-Milieu,20815,0,1,0
Montot-sur-Rognon,20801,0,1,0
Montot-sur-Rognon,20820,1,1,0
Montot-sur-Rognon,20815,0,1,0
Péronnas,20801,1,1,1
Robion,20801,1,1,1
Viriat,20801,0,1,0
Robion,20810,1,1,1
Saint-Denis-lès-Bourg,20810,1,1,0
Robion,20820,1,1,1
Robion,20815,0,1,1
Meximieux,20815,0,1,1
Ligny-en-Barrois,20820,1,1,1
Ligny-en-Barrois,20810,1,1,1
Ligny-en-Barrois,20815,0,1,1
Saint-Denis-lès-Bourg,20815,0,1,1
Saint-Denis-lès-Bourg,20801,1,1,1
Péronnas,20820,1,1,0
Chamagnieu,20815,0,1,0
Meximieux,20820,1,1,1
Chamagnieu,20810,1,1,0
Meximieux,20810,1,1,1
Bourg-en-Bresse,20820,1,1,1
Viriat,20810,1,0,0
Meximieux,20801,1,1,1
Fontaine-de-Vaucluse,20810,1,1,1
Fontaine-de-Vaucluse,20820,1,1,1
Fontaine-de-Vaucluse,20815,0,1,1
Dompierre-sur-Veyle,20801,1,0,0
Fontaine-de-Vaucluse,20801,1,1,1
Bourg-en-Bresse,20801,1,1,1
Châteauneuf-les-Martigues,20801,1,1,0
Chanoy,20801,1,1,0
Bourg-en-Bresse,20815,0,1,1
Lançon-Provence,20801,1,1,1
Thivet,20820,1,1,0
Saint-Maurice-de-Gourdans,20801,1,1,1
Sausset-les-Pins,20810,1,1,1
Sausset-les-Pins,20801,1,1,1
Sausset-les-Pins,20820,1,1,1
Saint-Maurice-de-Gourdans,20820,1,1,1
Saint-Maurice-de-Gourdans,20815,0,1,0
Saint-Maurice-de-Gourdans,20810,1,1,1
Thivet,20810,1,1,0
Thivet,20801,1,1,0
Thivet,20815,0,1,0
Malaucène,20801,1,1,1
Malaucène,20820,1,1,1
Malaucène,20815,0,1,1
Malaucène,20810,1,1,0
Ligny-en-Barrois,20815,0,1,0
Ligny-en-Barrois,20801,1,1,1
Bourg-en-Bresse,20801,0,1,0
Rolampont,20820,1,1,1
Rolampont,20810,1,1,1
Dompierre-sur-Veyle,20820,1,1,1
Dompierre-sur-Veyle,20810,1,1,1
Entrechaux,20820,1,1,0
Entrechaux,20810,1,1,0
Entrechaux,20815,0,1,0
Entrechaux,20801,0,1,0
Bourg-en-Bresse,20810,1,1,0
Salmagne,20820,1,1,0
Salmagne,20810,1,1,0
Salmagne,20801,0,1,0
Salmagne,20815,0,1,0
Châteauneuf-les-Martigues,20801,0,0,1
Vesc,20801,1,1,0
Vesc,20810,1,1,0
Châteauneuf-les-Martigues,20815,0,1,1
Vesc,20815,0,1,0
Viriat,20810,1,1,0
Réville-aux-Bois,20815,0,1,0
Belleneuve,20820,1,1,1
Réville-aux-Bois,20801,0,1,0
Belleneuve,20810,1,1,1
Belleneuve,20815,0,1,1
Malemort-du-Comtat,20820,1,1,1
Ligny-en-Barrois,20801,0,1,0
Malemort-du-Comtat,20810,1,1,1
Réville-aux-Bois,20810,1,1,0
Bourdeaux,20810,1,0,0
Hostun,20801,1,1,0
Biesles,20820,1,0,0
Biesles,20801,1,1,1
Bourg-en-Bresse,20815,0,1,0
Montmédy,20810,1,1,1
Montmédy,20820,1,1,1
Montmédy,20815,0,1,1
Épizon,20820,1,1,0
Épizon,20810,1,1,0
Épizon,20801,0,1,0
Épizon,20815,0,1,0
Montmédy,20801,1,1,1
Lançon-Provence,20820,1,1,1
Bourg-en-Bresse,20820,1,1,0
Lieudieu,20810,1,1,0
Lieudieu,20801,1,1,0
Panossas,20810,1,1,0
Panossas,20815,0,1,1
Panossas,20820,1,1,0
Panossas,20801,1,1,0
Chèzeneuve,20820,1,1,0
Chèzeneuve,20815,0,1,1
Verdun,20810,1,1,1
Saint-Jean-de-Losne,20801,1,1,1
Saint-Jean-de-Losne,20815,0,1,1
Verdun,20820,1,1,1
Berre-l'Étang,20801,1,1,0
Bourg-en-Bresse,20810,1,1,1
Savolles,20801,1,1,0
Le Montsaugeonnais,20810,1,1,0
Châteauneuf-les-Martigues,20810,1,1,1
Thierville-sur-Meuse,20801,1,1,1
Le Montsaugeonnais,20801,1,1,0
Le Montsaugeonnais,20820,1,1,1
Châtonnay,20801,1,1,0
Louhans,20801,0,0,0
Saint-Germain-du-Bois,20801,1,1,1
Saint-Germain-du-Bois,20820,1,1,1
Saint-Germain-du-Bois,20810,1,1,1
Bourg-en-Bresse,20801,0,0,0
Lançon-Provence,20810,1,1,0
Châteauneuf-les-Martigues,20801,1,1,1
Châteauneuf-les-Martigues,20820,1,1,1
Saint-Jean-de-Losne,20820,1,1,1
Saint-Jean-de-Losne,20810,1,1,1
Loyettes,20801,1,1,1
Châtonnay,20820,1,1,1
Châtonnay,20810,1,1,1
Teyssières,20810,1,1,0
Teyssières,20815,0,1,0
Teyssières,20801,1,1,0
Pierre-de-Bresse,20801,1,1,1
Pierre-de-Bresse,20815,0,1,0
Varennes-Saint-Sauveur,20801,1,0,0
Loyettes,20815,0,1,1
Le Montsaugeonnais,20820,1,1,0
Le Montsaugeonnais,20815,0,1,0
L'Isle-d'Abeau,20801,1,1,1
Bourg-en-Bresse,20820,1,0,0
Verseilles-le-Haut,20801,1,1,1
L'Isle-d'Abeau,20810,1,1,0
Verdun,20801,1,1,0
Verdun,20815,0,1,1
Ornacieux-Balbins,20801,1,1,1
Saint-Jean-de-Niost,20820,1,1,0
Lançon-Provence,20820,0,1,0
Pélissanne,20815,0,1,1
Saint Antoine l'Abbaye,20810,1,1,1
Saint Antoine l'Abbaye,20801,1,0,0
Saint Antoine l'Abbaye,20820,1,1,1
L'Isle-d'Abeau,20815,0,1,1
Bruailles,20801,1,1,0
Bruailles,20810,1,1,1
Bruailles,20820,1,1,1
Franxault,20801,0,1,0
Franxault,20810,1,1,0
Franxault,20815,0,1,0
Pélissanne,20820,1,1,1
Pélissanne,20801,1,1,0
Mallemort,20801,1,1,1
Villieu-Loyes-Mollon,20820,1,1,1
Villieu-Loyes-Mollon,20810,1,1,1
L'Isle-d'Abeau,20820,1,1,0
Longeaux,20801,1,1,0
Viriville,20815,0,1,1
Thierville-sur-Meuse,20815,0,1,1
Viriville,20820,1,1,1
Villieu-Loyes-Mollon,20801,1,1,1
Bourg-en-Bresse,20820,0,1,0
Binges,20801,1,1,1
Bras-sur-Meuse,20801,1,1,1
Langres,20801,0,1,0
Malemort-du-Comtat,20810,0,0,1
Malemort-du-Comtat,20801,1,1,0
Malemort-du-Comtat,20815,0,1,0
Châteauneuf-les-Martigues,20820,0,1,0
Saint-Alban-de-Roche,20801,1,1,1
Saint-Alban-de-Roche,20810,1,1,0
Sausset-les-Pins,20815,0,1,1
Sausset-les-Pins,20801,1,1,0
L'Isle-d'Abeau,20820,1,1,1
Longeau-Percey,20820,1,1,1
Saint-Romain-de-Jalionas,20820,1,1,1
Viriville,20810,1,1,1
Saint-Romain-de-Jalionas,20815,0,1,1
Saillans,20820,1,1,0
Saillans,20815,0,1,1
Nogent,20801,1,1,0
Bourg-en-Bresse,20801,1,1,0
L'Isle-d'Abeau,20820,0,1,0
Longeau-Percey,20810,1,1,1
Aubres,20810,1,1,1
Aubres,20820,1,1,1
Eymeux,20820,1,1,1
Eymeux,20810,0,0,1
Eymeux,20801,1,1,0
Châtillon-la-Palud,20810,1,1,0
Eygluy-Escoulin,20810,1,1,0
Eygluy-Escoulin,20801,0,1,0
Eygluy-Escoulin,20815,0,1,0
Biencourt-sur-Orge,20801,1,1,0
Biencourt-sur-Orge,20815,0,1,0
Pélissanne,20801,1,1,1
Biencourt-sur-Orge,20810,1,1,0
Gimécourt,20820,1,1,0
Gimécourt,20810,1,1,0
Gimécourt,20801,0,1,0
Gimécourt,20815,0,1,0
Verdun,20801,1,1,1
Dugny-sur-Meuse,20815,0,1,1
Oppède,20820,1,1,1
Oppède,20810,1,1,1
Pélissanne,20810,1,1,0
Pélissanne,20820,1,1,0
Loyettes,20810,1,1,1
Alleins,20810,1,1,0
Belleville-sur-Meuse,20820,1,1,0
Loyettes,20820,1,1,1
Belleville-sur-Meuse,20815,0,1,1
Viriat,20815,0,1,0
Aurons,20810,1,1,0
Aurons,20801,1,1,0
Ornacieux-Balbins,20810,1,1,1
Ornacieux-Balbins,20820,1,1,1
Ornacieux-Balbins,20815,0,1,1
Champdôtre,20820,1,1,1
Champdôtre,20810,1,1,1
Villemoirieu,20815,0,1,0
Ornacieux-Balbins,20801,1,0,0
Propiac,20815,0,1,0
Propiac,20810,1,1,0
Pierre-de-Bresse,20820,1,1,1
Pierre-de-Bresse,20810,1,1,1
Propiac,20801,0,1,0
Saillans,20801,1,1,0
Chastel-Arnaud,20810,1,1,0
Chastel-Arnaud,20815,0,1,0
Chastel-Arnaud,20801,1,1,0
Saillans,20820,1,1,1
Saillans,20810,1,1,1
Belleville-sur-Meuse,20801,1,1,1
Lançon-Provence,20801,1,1,0
Damvillers,20801,1,1,0
Bourdons-sur-Rognon,20810,1,1,0
Bourdons-sur-Rognon,20815,0,1,0
Bourdons-sur-Rognon,20801,1,1,0
Crémieu,20810,1,1,0
Crémieu,20801,1,1,1
Langres,20801,0,0,0
Langres,20801,0,1,1
Domsure,20820,1,1,1
Domsure,20801,1,1,0
Saint-Marcel-Bel-Accueil,20810,1,1,0
Langres,20820,1,1,1
Langres,20810,1,1,1
Saint-Marcel-Bel-Accueil,20815,0,1,1
Domarin,20801,1,1,1
Langres,20801,1,1,1
Domarin,20810,1,1,0
Domarin,20815,0,1,1
Saints-Geosmes,20810,1,1,1
Langres,20815,0,1,1
Bédoin,20801,1,1,1
Alleins,20801,1,1,1
Saint-Bonnet-de-Chavagne,20810,1,1,0
Carry-le-Rouet,20810,1,1,1
Pirajoux,20801,1,0,0
Carry-le-Rouet,20815,0,1,1
Carry-le-Rouet,20820,1,1,1
Rolampont,20801,1,1,0
Carry-le-Rouet,20810,1,1,0
Carry-le-Rouet,20801,1,1,1
Bédoin,20810,1,1,0
Bédoin,20815,0,1,1
Chazey-sur-Ain,20820,1,1,1
Chazey-sur-Ain,20810,1,1,1
Montagnat,20801,1,1,0
Bédoin,20820,1,1,1
Ageville,20810,1,1,0
Ageville,20801,1,1,0
Ageville,20815,0,1,0
Roybon,20820,1,1,1
Roybon,20810,1,1,1
Mormoiron,20801,1,0,0
Mormoiron,20810,1,1,1
Belleville-sur-Meuse,20801,1,1,0
Bourg-en-Bresse,20810,1,0,0
Mormoiron,20820,1,1,1
Saint Antoine l'Abbaye,20820,1,1,0
Saint Antoine l'Abbaye,20810,1,1,0
Saint Antoine l'Abbaye,20815,0,1,0
Saint Antoine l'Abbaye,20801,0,0,0
Mormoiron,20820,1,1,0
Mormoiron,20815,0,1,1
Nogent,20820,1,1,1
Nogent,20810,1,1,1
Nogent,20815,0,1,1
Cohons,20801,1,1,0
Cohons,20820,1,1,0
Cohons,20815,0,1,0
Cohons,20810,1,1,0
Crémieu,20820,1,1,0
Nogent,20801,1,1,1
Saint-Agnin-sur-Bion,20820,1,1,0
Saint-Agnin-sur-Bion,20815,0,1,1
Châtonnay,20820,1,1,0
Châteauneuf-les-Martigues,20820,0,1,1
Roybon,20810,1,1,0
Bourgoin-Jallieu,20815,0,1,0
Bourgoin-Jallieu,20801,0,0,1
Bourgoin-Jallieu,20810,0,1,0
Marnans,20820,1,1,0
Marnans,20810,1,1,0
Marnans,20801,1,1,0
Marnans,20815,0,1,0
Berre-l'Étang,20810,1,1,1
Berre-l'Étang,20815,0,1,1
Berre-l'Étang,20820,1,1,1
Manois,20820,1,1,0
Manois,20810,1,1,0
Manois,20815,0,1,0
Manois,20801,0,1,0
Roybon,20801,1,1,0
Champigny-lès-Langres,20801,1,1,0
Champigny-lès-Langres,20820,1,1,1
Champigny-lès-Langres,20810,1,1,0
Berre-l'Étang,20801,1,1,1
Bouvières,20810,1,1,0
Bouvières,20815,0,1,0
Bouvières,20801,1,1,0
Culin,20815,0,1,1
Culin,20801,1,1,0
Culin,20810,1,1,0
Langres,20801,1,1,0
Mollans-sur-Ouvèze,20810,1,1,0
Mollans-sur-Ouvèze,20815,0,1,0
Mollans-sur-Ouvèze,20801,0,1,0
Mirebeau-sur-Bèze,20815,0,1,1
Mirebeau-sur-Bèze,20820,1,1,1
Mirebeau-sur-Bèze,20820,1,1,0
Mirebeau-sur-Bèze,20810,0,0,1
Mallemort,20810,1,1,0
La Barben,20810,1,1,0
Chaudebonne,20815,0,1,0
La Barben,20815,0,1,1
La Barben,20820,1,1,0
Villemotier,20820,1,1,1
Villemotier,20801,1,1,0
Villemotier,20815,0,1,0
Marville,20810,1,1,0
Marville,20801,1,1,0
La Barben,20801,1,1,1
Haudainville,20801,1,1,1
Chaudebonne,20801,1,1,0
Chaudebonne,20810,1,1,0
La Côte-Saint-André,20801,1,0,0
Lezéville,20820,1,1,0
Lezéville,20810,1,1,0
Lezéville,20801,0,1,0
Lezéville,20815,0,1,0
Frontenaud,20801,1,1,0
Frontenaud,20820,1,1,1
Frontenaud,20810,1,1,1
Condal,20801,1,1,0
Saint-Maurice-de-Rémens,20815,0,1,0
Saint-Maurice-de-Rémens,20801,1,1,1
Bourgoin-Jallieu,20815,0,1,1
Berre-l'Étang,20801,0,1,0
Saint-Étienne-du-Bois,20810,1,1,0
Châteauneuf-les-Martigues,20820,1,0,0
Bourgoin-Jallieu,20820,1,1,0
Bourgoin-Jallieu,20801,1,1,1
Bourgoin-Jallieu,20810,1,1,0
Dommartin-lès-Cuiseaux,20815,0,1,1
Gordes,20820,1,1,1
Gordes,20810,1,1,0
Ecot-la-Combe,20815,0,1,0
Ecot-la-Combe,20810,1,1,0
Ecot-la-Combe,20801,1,1,0
Gordes,20801,1,1,0
Charmes,20810,1,1,1
Charmes,20820,1,1,1
Flassigny,20820,1,1,0
Flassigny,20801,1,1,0
Flassigny,20815,0,1,0
Flassigny,20810,1,1,0
Bazeilles-sur-Othain,20820,1,1,0
Bazeilles-sur-Othain,20801,1,1,0
Leurville,20820,1,1,0
Leurville,20810,1,1,0
Leurville,20801,0,1,0
Leurville,20815,0,1,0
Tossiat,20801,1,1,0
Rupt-devant-Saint-Mihiel,20820,1,1,0
Rupt-devant-Saint-Mihiel,20815,0,1,0
Rupt-devant-Saint-Mihiel,20810,1,1,0
Rupt-devant-Saint-Mihiel,20801,0,1,0
Gordes,20815,0,1,0
Ratte,20810,1,1,1
Ratte,20801,1,1,0
Ratte,20820,1,1,1
Ratte,20815,0,1,1
La Côte-Saint-André,20820,1,1,1
La Côte-Saint-André,20810,1,1,1
Saint-Siméon-de-Bressieux,20820,1,1,1
Saint-Siméon-de-Bressieux,20810,1,1,1
Chatte,20820,1,1,1
Chatte,20810,1,1,1
Chatte,20815,0,1,1
Erneville-aux-Bois,20810,1,1,0
Sainte-Julie,20801,1,1,0
La Côte-Saint-André,20815,0,1,1
Leyment,20801,0,1,0
Vernègues,20810,1,0,0
Saint-Hilaire-du-Rosier,20801,1,1,1
Espenel,20820,1,1,1
Espenel,20810,1,1,1
Espenel,20801,1,1,0
Saint-Nazaire-en-Royans,20801,1,1,0
Saint-Nazaire-en-Royans,20815,0,1,0
Ménerbes,20810,1,1,0
Ménerbes,20801,1,1,0
Saint-Vulbas,20820,1,0,0
La Fare-les-Oliviers,20801,1,1,1
La Côte-Saint-André,20801,1,1,0
Dizimieu,20815,0,1,0
Ensuès-la-Redonne,20820,1,1,0
Bourgoin-Jallieu,20820,1,1,1
Ensuès-la-Redonne,20815,0,1,1
Dizimieu,20820,1,1,0
Dizimieu,20810,1,1,0
Bourgoin-Jallieu,20810,1,1,1
La Fare-les-Oliviers,20820,1,1,1
La Fare-les-Oliviers,20815,0,1,1
Saint-Siméon-de-Bressieux,20815,0,1,1
Saint-Siméon-de-Bressieux,20801,1,1,0
Ensuès-la-Redonne,20810,1,1,0
Dizimieu,20801,1,1,0
Ensuès-la-Redonne,20801,1,1,0
Hières-sur-Amby,20801,1,1,1
Hières-sur-Amby,20810,1,1,0
Dieue-sur-Meuse,20820,1,1,1
Dieue-sur-Meuse,20810,1,1,1
Vernègues,20801,1,1,0
Mérindol,20815,0,1,1
Mérindol,20820,1,1,0
Mérindol,20801,1,1,0
Marignane,20820,1,1,1
La Fare-les-Oliviers,20810,1,1,0
Saint-Vulbas,20801,1,1,1
Saint-Vulbas,20820,1,1,1
Saint-Vulbas,20815,0,1,1
Orquevaux,20820,1,1,0
Orquevaux,20810,1,1,0
Orquevaux,20801,0,1,0
Orquevaux,20815,0,1,0
Meyrié,20810,1,1,0
Meyrié,20820,1,1,0
Meyrié,20815,0,1,1
Meyrié,20801,1,1,0
Chatte,20810,0,0,1
Fontaine-Française,20801,1,1,0
Fontaine-Française,20810,1,1,1
Ensuès-la-Redonne,20810,1,1,1
Ceyzériat,20815,0,1,0
Ceyzériat,20801,1,1,0
Gignac-la-Nerthe,20801,1,1,1
Gignac-la-Nerthe,20815,0,1,1
Chaume-et-Courchamp,20820,1,1,0
Chaume-et-Courchamp,20810,1,1,0
Chaume-et-Courchamp,20801,1,1,0
Chaume-et-Courchamp,20815,0,1,0
Varambon,20801,1,1,0
Varambon,20801,0,0,0
Varambon,20810,1,1,0
Marignane,20810,1,1,1
Marignane,20801,1,1,1
Annoisin-Chatelans,20810,1,1,0
Annoisin-Chatelans,20815,0,1,0
Rognac,20810,1,1,1
Ensuès-la-Redonne,20801,1,1,1
Eclose-Badinières,20815,0,1,1
Eclose-Badinières,20801,1,1,0
Eclose-Badinières,20810,1,1,0
Marignane,20815,0,1,1
Champier,20820,1,1,1
Champier,20810,1,1,1
Saint-Savin,20820,1,1,0
Pontaix,20820,1,1,0
Pontaix,20801,1,1,0
Athée,20820,1,1,1
Athée,20810,1,1,0
Athée,20801,1,1,0
Château-Gaillard,20820,1,1,0
Ensuès-la-Redonne,20820,1,1,1
Lançon-Provence,20815,0,1,1
Château-Gaillard,20801,1,1,1
Courcelles-en-Barrois,20820,1,1,0
Courcelles-en-Barrois,20810,1,1,0
Courcelles-en-Barrois,20801,0,1,0
Courcelles-en-Barrois,20815,0,1,0
Méthamis,20810,1,1,0
Méthamis,20815,0,1,0
Saint-Seine-en-Bâche,20810,1,1,1
Rognac,20801,0,1,1
Marignane,20801,1,1,0
Saint-Seine-en-Bâche,20820,1,1,1
Moulainville,20820,1,1,1
Moulainville,20810,1,1,1
Rognac,20801,1,1,1
Druillat,20801,1,1,0
Marignane,20801,0,0,1
Ménil-aux-Bois,20820,1,1,0
Ménil-aux-Bois,20815,0,1,0
Ménil-aux-Bois,20810,1,1,0
Ménil-aux-Bois,20801,0,1,0
Champier,20801,1,1,0
Licey-sur-Vingeanne,20801,1,1,0
Licey-sur-Vingeanne,20815,0,1,0
Licey-sur-Vingeanne,20810,1,1,0
Saint-Hilaire-de-Brens,20815,0,1,1
Saint-Hilaire-de-Brens,20801,1,1,0
Gignac-la-Nerthe,20810,1,1,1
Consigny,20815,0,1,0
Consigny,20810,1,1,0
Consigny,20801,1,1,0
Villes-sur-Auzon,20820,1,1,1
Villes-sur-Auzon,20810,1,1,1
Marignane,20801,0,1,1
Marignane,20801,1,0,0
La Motte-Fanjas,20820,1,1,0
La Motte-Fanjas,20801,1,1,1
Saint-Denis-en-Bugey,20820,1,1,1
Saint-Denis-en-Bugey,20815,0,1,0
Saint-Denis-en-Bugey,20810,1,1,1
Ruy-Montceau,20815,0,1,1
Ruy-Montceau,20820,1,1,0
Nivolas-Vermelle,20801,1,1,1
Ruy-Montceau,20801,1,0,0
Ruy-Montceau,20810,1,1,0
Rognac,20815,0,1,1
Marignane,20820,1,0,0
Meillonnas,20820,1,1,1
Meillonnas,20810,1,0,0
Marignane,20810,1,1,0
Aurel,20801,1,1,0
Velaux,20801,1,1,1
Siccieu-Saint-Julien-et-Carisieu,20801,1,1,0
Velaux,20820,1,1,1
Velaux,20810,1,1,0
Asnans-Beauvoisin,20801,1,1,1
Aurel,20820,1,1,1
Aurel,20810,1,1,1
Val-Revermont,20820,1,1,1
Marignane,20801,0,0,0
Val-Revermont,20810,1,1,0
Gignac-la-Nerthe,20820,1,1,1
Marignane,20820,1,0,1
Azannes-et-Soumazannes,20820,1,1,0
Azannes-et-Soumazannes,20810,1,1,0
Azannes-et-Soumazannes,20815,0,1,0
Azannes-et-Soumazannes,20801,0,1,0
Coligny,20801,1,1,0
Rognac,20820,1,1,1
Gignac-la-Nerthe,20801,0,1,0
Saint-Denis-en-Bugey,20801,1,1,1
Chatte,20815,0,1,0
Chatte,20801,0,1,0
Coudoux,20810,1,1,0
Le Rove,20801,1,1,1
Coudoux,20820,1,1,1
Lagnieu,20820,1,1,1
Lagnieu,20815,0,1,1
Lagnieu,20810,1,1,1
Saint-Amour,20820,1,1,1
Saint-Amour,20810,1,1,1
Vitrolles,20810,1,1,1
Vitrolles,20815,0,1,1
Marignane,20810,0,1,1
Marignane,20810,0,1,0
Succieu,20810,1,1,0
Sahune,20820,1,1,1
Sahune,20810,1,1,1
Succieu,20820,1,1,0
Succieu,20801,1,1,1
Vitrolles,20801,1,1,1
Lamarche-sur-Saône,20820,1,1,1
Lamarche-sur-Saône,20810,1,1,1
Lamarche-sur-Saône,20815,0,1,1
Balanod,20801,1,1,1
Auxonne,20820,1,1,1
Auxonne,20810,1,1,1
Renève,20801,1,1,0
Renève,20815,0,1,0
Renève,20810,1,1,0
Ruy-Montceau,20801,0,1,1
Saint-Victoret,20810,1,1,1
La Balme-les-Grottes,20820,1,1,1
Saint-Nazaire-le-Désert,20815,0,1,0
Vitrolles,20801,0,0,0
Saint-Nazaire-le-Désert,20810,1,1,0
Saint-Nazaire-le-Désert,20801,1,1,0
Saint-Savin,20801,1,1,0
Mouthier-en-Bresse,20801,1,1,1
Ambérieu-en-Bugey,20801,1,1,1
Revonnas,20820,1,1,1
Revonnas,20810,1,0,0
Flachères,20820,1,1,0
Vesaignes-sous-Lafauche,20810,1,1,0
Vaux-en-Bugey,20801,1,1,1
Vesaignes-sous-Lafauche,20820,1,1,0
Les Trois Châteaux,20810,1,1,1
Vesaignes-sous-Lafauche,20801,1,1,0
Vesaignes-sous-Lafauche,20815,0,1,0
La Balme-les-Grottes,20801,1,1,0
Saint-Victoret,20801,1,1,1
La Balme-les-Grottes,20810,1,1,0
Saint-Marcellin,20810,1,1,0
Saint-Marcellin,20801,1,0,0
Ninville,20815,0,1,0
Ninville,20801,1,1,0
Ninville,20810,1,1,0
Saint-Baudille-de-la-Tour,20820,1,1,0
Lagnieu,20801,1,1,1
Vitrolles,20820,1,1,1
Vitrolles,20801,1,1,0
Vitrolles,20820,1,0,0
Lacoste,20801,1,1,0
Auxonne,20801,1,1,1
Auxonne,20815,0,1,0
Demange-Baudignécourt,20801,1,1,0
Demange-Baudignécourt,20820,1,1,0
Demange-Baudignécourt,20810,1,1,0
Demange-Baudignécourt,20815,0,1,0
Vitrolles,20801,0,1,0
Buis-les-Baronnies,20820,1,1,1
Buis-les-Baronnies,20810,1,1,1
Buis-les-Baronnies,20815,0,1,1
Buis-les-Baronnies,20801,1,1,1
Pont-d'Ain,20820,1,1,1
Pont-d'Ain,20810,1,1,1
Charency-Vezin,20820,1,1,0
Charency-Vezin,20810,1,1,0
Charency-Vezin,20815,0,1,0
Charency-Vezin,20801,1,1,0
Ambérieu-en-Bugey,20820,1,1,1
Ambérieu-en-Bugey,20815,0,1,1
Ambérieu-en-Bugey,20810,1,1,1
Pont-d'Ain,20815,0,1,1
Le Rove,20801,1,1,0
Savigny-en-Revermont,20815,0,1,1
Rupt-en-Woëvre,20801,0,1,0
Savigny-en-Revermont,20820,1,1,1
Rupt-en-Woëvre,20815,0,1,0
Rupt-en-Woëvre,20810,1,1,0
Pontailler-sur-Saône,20820,1,1,1
Pontailler-sur-Saône,20801,1,1,1
Pontailler-sur-Saône,20810,1,1,1
Pontailler-sur-Saône,20815,0,1,1
Saint-Marcellin,20801,0,1,1
Velaux,20815,0,1,0
Bédoin,20820,1,1,0
Bettant,20801,1,1,1
Is-en-Bassigny,20801,1,1,0
Vitrolles,20801,0,1,1
Bédoin,20801,1,0,0
Velaux,20810,1,1,1
Saint-Vérand,20815,0,1,1
Neuilly-l'Évêque,20815,0,1,0
Neuilly-l'Évêque,20810,1,1,1
Cuiseaux,20820,1,1,1
Saint-Sauveur,20810,1,1,0
Saint-Sauveur,20801,1,1,0
Neuilly-l'Évêque,20820,1,1,1
Sérézin-de-la-Tour,20815,0,1,1
Cuiseaux,20810,1,1,1
Sérézin-de-la-Tour,20820,1,1,1
Chalindrey,20820,1,1,1
Chalindrey,20810,1,1,1
Chalindrey,20801,1,1,1
Les Trois Châteaux,20815,0,1,1
Broye-les-Loups-et-Verfontaine,20801,1,1,0
Broye-les-Loups-et-Verfontaine,20820,1,1,0
Broye-les-Loups-et-Verfontaine,20810,1,1,0
Broye-les-Loups-et-Verfontaine,20815,0,1,0
Saint-Hilaire-de-la-Côte,20801,1,1,1
Saint-Jean-en-Royans,20810,1,1,1
Saint-Jean-en-Royans,20820,1,1,1
Saint-Jean-en-Royans,20815,0,1,1
Saint-Victoret,20801,1,1,0
Saint-Victoret,20820,1,1,1
Ambronay,20810,1,1,1
Ambronay,20801,1,1,1
Ambronay,20820,1,1,1
Saint-Victoret,20815,0,1,1
Saint-Nazaire-le-Désert,20815,0,1,1
Saint-Étienne-de-Saint-Geoirs,20820,1,1,1
Saint-Étienne-de-Saint-Geoirs,20810,1,1,1
Tavaux,20820,1,1,1
Tavaux,20810,1,1,1
Tavaux,20815,0,1,1
Tavaux,20801,1,1,1
Chonville-Malaumont,20810,1,1,0
Chonville-Malaumont,20815,0,1,0
Chonville-Malaumont,20801,1,1,0
Chonville-Malaumont,20820,1,1,0
Asnans-Beauvoisin,20820,1,1,1
Asnans-Beauvoisin,20810,1,1,1
